,Sentence,subject,predicate,arguments,tokens
12214,"Well, unless of course the third compressor he put in the car goes out.",['the third compressor he put'],['put goes'],[''],"['Well', ',', 'unless', 'of', 'course', 'the', 'third', 'compressor', 'he', 'put', 'in', 'the', 'car', 'goes', 'out', '.']"
12215,Do not use this company!,[''],['use'],['this company'],"['Do', 'not', 'use', 'this', 'company', '!']"
12216,I dropped off a sheet metal piece that I needed copied due to th it was needing to be replaced.,['i i it'],['dropped needed copied needing replaced'],['a metal piece that needed copied needing'],"['I', 'dropped', 'off', 'a', 'sheet', 'metal', 'piece', 'that', 'I', 'needed', 'copied', 'due', 'to', 'th', 'it', 'was', 'needing', 'to', 'be', 'replaced', '.']"
12217,I asked if they could copy the piece I dropped off.,['i they i'],['asked copy dropped'],['the piece dropped'],"['I', 'asked', 'if', 'they', 'could', 'copy', 'the', 'piece', 'I', 'dropped', 'off', '.']"
12218,They said it would be made exactly like the one I needed to replace.,['they it i'],['said made needed replace'],[''],"['They', 'said', 'it', 'would', 'be', 'made', 'exactly', 'like', 'the', 'one', 'I', 'needed', 'to', 'replace', '.']"
12219,I picked it up when it was finished and was charge 30.00.,['i it'],['picked finished charge'],['it 30.00'],"['I', 'picked', 'it', 'up', 'when', 'it', 'was', 'finished', 'and', 'was', 'charge', '30.00', '.']"
12220,When I got to the job and tried to insert the new piece of metal IT WOULD NOT FIT!!,['i it'],['got tried insert fit'],['the new piece of fit'],"['When', 'I', 'got', 'to', 'the', 'job', 'and', 'tried', 'to', 'insert', 'the', 'new', 'piece', 'of', 'metal', 'IT', 'WOULD', 'NOT', 'FIT', '!', '!']"
12221,I took the original piece of metal and rigged it to make due since I had to complete the job.,['i i'],['took rigged make had complete'],['the original piece of it the job'],"['I', 'took', 'the', 'original', 'piece', 'of', 'metal', 'and', 'rigged', 'it', 'to', 'make', 'due', 'since', 'I', 'had', 'to', 'complete', 'the', 'job', '.']"
12222,I took the receipt and the metal that did not fit and asked Pomper for my money back.,['i that'],['took fit asked'],['the receipt and metal pomper'],"['I', 'took', 'the', 'receipt', 'and', 'the', 'metal', 'that', 'did', 'not', 'fit', 'and', 'asked', 'Pomper', 'for', 'my', 'money', 'back', '.']"
12223,The girl at the desk was sooo rude I could not believe it!,['the girl at i'],['believe'],['it'],"['The', 'girl', 'at', 'the', 'desk', 'was', 'sooo', 'rude', 'I', 'could', 'not', 'believe', 'it', '!']"
12224,She told me she could not use the piece I was returning and the company would only put it in the trash so I could not return it.,['she she i the company i'],['told use returning put return'],['me the piece returning it it'],"['She', 'told', 'me', 'she', 'could', 'not', 'use', 'the', 'piece', 'I', 'was', 'returning', 'and', 'the', 'company', 'would', 'only', 'put', 'it', 'in', 'the', 'trash', 'so', 'I', 'could', 'not', 'return', 'it', '.']"
12225,I explained I did not get what I paid for.,['i i i'],['explained get paid'],['what'],"['I', 'explained', 'I', 'did', 'not', 'get', 'what', 'I', 'paid', 'for', '.']"
12226,She asked me to bring the original piece back and I told her I had to use it on the job.,['she i i'],['asked bring told had use'],['me the original piece her it'],"['She', 'asked', 'me', 'to', 'bring', 'the', 'original', 'piece', 'back', 'and', 'I', 'told', 'her', 'I', 'had', 'to', 'use', 'it', 'on', 'the', 'job', '.']"
12227,She told me that was to bad she would do nothing to help me since she could not use or resell the piece.,['she that she she'],['told bad do help use resell'],['me nothing help me the piece'],"['She', 'told', 'me', 'that', 'was', 'to', 'bad', 'she', 'would', 'do', 'nothing', 'to', 'help', 'me', 'since', 'she', 'could', 'not', 'use', 'or', 'resell', 'the', 'piece', '.']"
12228,I said I was going to trash it also and could I at least have a credit.,['i i i'],['said going trash have'],['it a credit'],"['I', 'said', 'I', 'was', 'going', 'to', 'trash', 'it', 'also', 'and', 'could', 'I', 'at', 'least', 'have', 'a', 'credit', '.']"
12229,With a smirk on her face she told me NO MONEY IS BEING RETURNED and THAT IS THE WAY IT WAS.,['she no money that it'],['told returned'],['me the way was'],"['With', 'a', 'smirk', 'on', 'her', 'face', 'she', 'told', 'me', 'NO', 'MONEY', 'IS', 'BEING', 'RETURNED', 'and', 'THAT', 'IS', 'THE', 'WAY', 'IT', 'WAS', '.']"
12230,DO NOT USE THIS COMPANY.,[''],['use'],['this company'],"['DO', 'NOT', 'USE', 'THIS', 'COMPANY', '.']"
12231,There are to many people that need our business to have to put up with this unfair treatment!!!!!,['there that our business'],['are need have put'],[''],"['There', 'are', 'to', 'many', 'people', 'that', 'need', 'our', 'business', 'to', 'have', 'to', 'put', 'up', 'with', 'this', 'unfair', 'treatment', '!', '!', '!', '!', '!']"
12232,I would NEVER recommend this gym to anyone and unfortunately this is based solely on the owner's own unprofessionalism.,['i this'],['recommend based'],['this gym'],"['I', 'would', 'NEVER', 'recommend', 'this', 'gym', 'to', 'anyone', 'and', 'unfortunately', 'this', 'is', 'based', 'solely', 'on', 'the', 'owner', ""'s"", 'own', 'unprofessionalism', '.']"
12233,When I originally joined in January I only did so because I was told I would be able to cancel the 12 month membership if I was to move away.,['i i i i i'],['joined did told cancel move'],['the month membership'],"['When', 'I', 'originally', 'joined', 'in', 'January', 'I', 'only', 'did', 'so', 'because', 'I', 'was', 'told', 'I', 'would', 'be', 'able', 'to', 'cancel', 'the', '12', 'month', 'membership', 'if', 'I', 'was', 'to', 'move', 'away', '.']"
12234,I signed up with one of the staff who was very pleasant and professional.,['i who'],['signed'],[''],"['I', 'signed', 'up', 'with', 'one', 'of', 'the', 'staff', 'who', 'was', 'very', 'pleasant', 'and', 'professional', '.']"
12235,Actually working out there was good - the machines are nice and the classes are fun.,['actually working out there the machines the classes'],['working'],[''],"['Actually', 'working', 'out', 'there', 'was', 'good', '-', 'the', 'machines', 'are', 'nice', 'and', 'the', 'classes', 'are', 'fun', '.']"
12236,The locker room is certainly lacking - I would never shower or change there.,['the locker room i'],['lacking shower change'],[''],"['The', 'locker', 'room', 'is', 'certainly', 'lacking', '-', 'I', 'would', 'never', 'shower', 'or', 'change', 'there', '.']"
12237,They need to update the locker rooms ASAP.,['they'],['need update'],['the locker rooms'],"['They', 'need', 'to', 'update', 'the', 'locker', 'rooms', 'ASAP', '.']"
12238,Back to my poor rating - I was excepted to medical school and went in to cancel my membership as I was told I could do since I was moving away.,['i i i i'],['excepted went cancel told do moving'],['my membership'],"['Back', 'to', 'my', 'poor', 'rating', '-', 'I', 'was', 'excepted', 'to', 'medical', 'school', 'and', 'went', 'in', 'to', 'cancel', 'my', 'membership', 'as', 'I', 'was', 'told', 'I', 'could', 'do', 'since', 'I', 'was', 'moving', 'away', '.']"
12239,"The owner was VERY rude, accused me of not reading my contract, and basically told me to shut up when I was trying to ask questions to further understand the process of canceling my membership.",['the owner i'],['accused reading told shut trying ask understand canceling'],['me my contract me questions the process of my membership'],"['The', 'owner', 'was', 'VERY', 'rude', ',', 'accused', 'me', 'of', 'not', 'reading', 'my', 'contract', ',', 'and', 'basically', 'told', 'me', 'to', 'shut', 'up', 'when', 'I', 'was', 'trying', 'to', 'ask', 'questions', 'to', 'further', 'understand', 'the', 'process', 'of', 'canceling', 'my', 'membership', '.']"
12240,I was able to cancel it but only after paying a $50 fee (which the staff person who signed me up stated I would not have to pay if I had proof of moving) and being spoken to in a very belittling manner.,['i the staff person who signed i i'],['cancel paying signed stated have pay had moving spoken'],['it a 50 fee ( which me stated proof of'],"['I', 'was', 'able', 'to', 'cancel', 'it', 'but', 'only', 'after', 'paying', 'a', '$', '50', 'fee', '(', 'which', 'the', 'staff', 'person', 'who', 'signed', 'me', 'up', 'stated', 'I', 'would', 'not', 'have', 'to', 'pay', 'if', 'I', 'had', 'proof', 'of', 'moving', ')', 'and', 'being', 'spoken', 'to', 'in', 'a', 'very', 'belittling', 'manner', '.']"
12241,I would understand if I was being treated this way by a staff member but the club's actual OWNER?!,['i i by member'],['understand treated'],[''],"['I', 'would', 'understand', 'if', 'I', 'was', 'being', 'treated', 'this', 'way', 'by', 'a', 'staff', 'member', 'but', 'the', 'club', ""'s"", 'actual', 'OWNER', '?', '!']"
12242,Bad for business.,[''],[''],[''],"['Bad', 'for', 'business', '.']"
12243,I was appalled.,['i'],[''],[''],"['I', 'was', 'appalled', '.']"
12244,I will never recommend this gym to any woman.,['i'],['recommend'],['this gym'],"['I', 'will', 'never', 'recommend', 'this', 'gym', 'to', 'any', 'woman', '.']"
12245,The equipment and classes aren't good enough to deal with the rudeness from the staff!!!,['the equipment and classes'],['deal'],[''],"['The', 'equipment', 'and', 'classes', 'are', ""n't"", 'good', 'enough', 'to', 'deal', 'with', 'the', 'rudeness', 'from', 'the', 'staff', '!', '!', '!']"
12246,There are better places on the Cape - FITNESS 500!,['there'],['are'],['better places on'],"['There', 'are', 'better', 'places', 'on', 'the', 'Cape', '-', 'FITNESS', '500', '!']"
12247,The Salon Experience from Hell,[''],[''],[''],"['The', 'Salon', 'Experience', 'from', 'Hell']"
12248,I feel obligated to share this story.,['i'],['feel share'],['this story'],"['I', 'feel', 'obligated', 'to', 'share', 'this', 'story', '.']"
12249,Right out of college I called the salon and explained my situation.,['i'],['called explained'],['the salon my situation'],"['Right', 'out', 'of', 'college', 'I', 'called', 'the', 'salon', 'and', 'explained', 'my', 'situation', '.']"
12250,"Just graduated, just moved, not rich, and starting new job soon.",[''],['graduated moved starting'],['new job'],"['Just', 'graduated', ',', 'just', 'moved', ',', 'not', 'rich', ',', 'and', 'starting', 'new', 'job', 'soon', '.']"
12251,"I never got a price quote over the phone and they take your cc info just to make the appointment because if you don't show up, they'll charge you.",['i they you they'],['got take make show charge'],['a price quote over your cc info the appointment you'],"['I', 'never', 'got', 'a', 'price', 'quote', 'over', 'the', 'phone', 'and', 'they', 'take', 'your', 'cc', 'info', 'just', 'to', 'make', 'the', 'appointment', 'because', 'if', 'you', 'do', ""n't"", 'show', 'up', ',', 'they', ""'ll"", 'charge', 'you', '.']"
12252,I had this ridiculous celebrity stylist from LA named Derrick.,['i'],['had named'],['this ridiculous celebrity stylist from named derrick'],"['I', 'had', 'this', 'ridiculous', 'celebrity', 'stylist', 'from', 'LA', 'named', 'Derrick', '.']"
12253,"After he already put product on my hair he said ""I should warn you, I'm expensive.""",['he he i i'],['put said warn'],['product you'],"['After', 'he', 'already', 'put', 'product', 'on', 'my', 'hair', 'he', 'said', '""', 'I', 'should', 'warn', 'you', ',', 'I', ""'m"", 'expensive', '.', '""']"
12254,"What was I supposed to do, say I can't afford you and walk out with crap all over my hair.",['i i'],['supposed do say afford walk'],['what you'],"['What', 'was', 'I', 'supposed', 'to', 'do', ',', 'say', 'I', 'ca', ""n't"", 'afford', 'you', 'and', 'walk', 'out', 'with', 'crap', 'all', 'over', 'my', 'hair', '.']"
12255,I wanted to be very blonde and instead he pulled my root color throughout my whole hair which is a gross mousey brown.,['i he which'],['wanted pulled'],['my root color is a gross mousey brown'],"['I', 'wanted', 'to', 'be', 'very', 'blonde', 'and', 'instead', 'he', 'pulled', 'my', 'root', 'color', 'throughout', 'my', 'whole', 'hair', 'which', 'is', 'a', 'gross', 'mousey', 'brown', '.']"
12256,"The other stylists around me kept pressuring me saying he's so wonderful, you're going to love your hair.",['the other stylists around he you'],['kept pressuring saying going love'],['me your hair'],"['The', 'other', 'stylists', 'around', 'me', 'kept', 'pressuring', 'me', 'saying', 'he', ""'s"", 'so', 'wonderful', ',', 'you', ""'re"", 'going', 'to', 'love', 'your', 'hair', '.']"
12257,$400 later my jaw dropped when the receptionist told me the total.,['my jaw the receptionist'],['dropped told'],['me the total'],"['$', '400', 'later', 'my', 'jaw', 'dropped', 'when', 'the', 'receptionist', 'told', 'me', 'the', 'total', '.']"
12258,"Derrick did a terrible job, was a complete jerk the entire time, and I had no warning as to the price.",['derrick i'],['did had'],['a terrible job a complete jerk no warning as'],"['Derrick', 'did', 'a', 'terrible', 'job', ',', 'was', 'a', 'complete', 'jerk', 'the', 'entire', 'time', ',', 'and', 'I', 'had', 'no', 'warning', 'as', 'to', 'the', 'price', '.']"
12259,I cried the entire way home.,['i'],['cried'],['the entire way home'],"['I', 'cried', 'the', 'entire', 'way', 'home', '.']"
12260,"He then ""fixed"" it for free but it still looked like crap.",['he it'],['fixed looked'],['it'],"['He', 'then', '""', 'fixed', '""', 'it', 'for', 'free', 'but', 'it', 'still', 'looked', 'like', 'crap', '.']"
12261,I will never go back.,['i'],['go'],[''],"['I', 'will', 'never', 'go', 'back', '.']"
12262,It was the salon experience from absolutely Hell.,['it'],[''],['the salon experience from'],"['It', 'was', 'the', 'salon', 'experience', 'from', 'absolutely', 'Hell', '.']"
12263,He also told me that he worked on the cast of will and grace and that they were all jerks.,['he he they'],['told worked'],['me jerks'],"['He', 'also', 'told', 'me', 'that', 'he', 'worked', 'on', 'the', 'cast', 'of', 'will', 'and', 'grace', 'and', 'that', 'they', 'were', 'all', 'jerks', '.']"
12264,That's my favorite show of all time.,['that'],[''],['my favorite show of'],"['That', ""'s"", 'my', 'favorite', 'show', 'of', 'all', 'time', '.']"
