,Sentence,tokens
9229,"The people rejected their attempt to topple the government, and for all intents and purposes the US military (and the ARVN) handed Johnson the victory he had ordered them to achieve within the time-frame he ordered it.","['The', 'people', 'rejected', 'their', 'attempt', 'to', 'topple', 'the', 'government', ',', 'and', 'for', 'all', 'intents', 'and', 'purposes', 'the', 'US', 'military', '(', 'and', 'the', 'ARVN', ')', 'handed', 'Johnson', 'the', 'victory', 'he', 'had', 'ordered', 'them', 'to', 'achieve', 'within', 'the', 'time', '-', 'frame', 'he', 'ordered', 'it', '.']"
9230,All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces.,"['All', 'he', 'had', 'to', 'do', 'for', 'a', 'complete', 'victory', 'was', 'allow', 'the', 'military', 'to', 'go', 'into', 'Laos', 'and', 'Cambodia', 'and', 'finish', 'off', 'the', 'shattered', 'Communist', 'forces', '.']"
9231,But Johnson was so obtuse he didn’t understand he had a victory when it was handed to him on a silver platter.,"['But', 'Johnson', 'was', 'so', 'obtuse', 'he', 'did', 'n’t', 'understand', 'he', 'had', 'a', 'victory', 'when', 'it', 'was', 'handed', 'to', 'him', 'on', 'a', 'silver', 'platter', '.']"
9232,"Instead he pulled the military off, stopped the bombing of North Vietnam, withdrew from the presidential race, and spent the rest of his term in office trying to surrender to North Vietnam.","['Instead', 'he', 'pulled', 'the', 'military', 'off', ',', 'stopped', 'the', 'bombing', 'of', 'North', 'Vietnam', ',', 'withdrew', 'from', 'the', 'presidential', 'race', ',', 'and', 'spent', 'the', 'rest', 'of', 'his', 'term', 'in', 'office', 'trying', 'to', 'surrender', 'to', 'North', 'Vietnam', '.']"
9233,They screwed up by not accepting his surrender when he offered it.,"['They', 'screwed', 'up', 'by', 'not', 'accepting', 'his', 'surrender', 'when', 'he', 'offered', 'it', '.']"
9234,"The American people were NOT having any of it, and elected Richard Nixon to fix the mess LBJ had made (not to surrender like the antiwar movement was demanding).","['The', 'American', 'people', 'were', 'NOT', 'having', 'any', 'of', 'it', ',', 'and', 'elected', 'Richard', 'Nixon', 'to', 'fix', 'the', 'mess', 'LBJ', 'had', 'made', '(', 'not', 'to', 'surrender', 'like', 'the', 'antiwar', 'movement', 'was', 'demanding', ')', '.']"
9235,In the end Nixon kept his promise for “…peace with honor….”,"['In', 'the', 'end', 'Nixon', 'kept', 'his', 'promise', 'for', '“', '…', 'peace', 'with', 'honor', '…', '.', '”']"
9236,But that’s another question.,"['But', 'that', '’s', 'another', 'question', '.']"
9237,"To emancipate the south, but it was a serious failure.","['To', 'emancipate', 'the', 'south', ',', 'but', 'it', 'was', 'a', 'serious', 'failure', '.']"
9238,To make the war unpalatable to the American public.,"['To', 'make', 'the', 'war', 'unpalatable', 'to', 'the', 'American', 'public', '.']"
9239,"In that, they pretty much succeeded.","['In', 'that', ',', 'they', 'pretty', 'much', 'succeeded', '.']"
9240,"Before Tet, the war was unpopular but tolerable to the majority of Americans in that the loss of American lives was seen as the cost of subduing the VC and NVA.","['Before', 'Tet', ',', 'the', 'war', 'was', 'unpopular', 'but', 'tolerable', 'to', 'the', 'majority', 'of', 'Americans', 'in', 'that', 'the', 'loss', 'of', 'American', 'lives', 'was', 'seen', 'as', 'the', 'cost', 'of', 'subduing', 'the', 'VC', 'and', 'NVA', '.']"
9241,Tet made it clear that the war was a long way from being over if the Americans thought they could preserve the South and that the North was perfectly willing to suffer great losses to continue their fight.,"['Tet', 'made', 'it', 'clear', 'that', 'the', 'war', 'was', 'a', 'long', 'way', 'from', 'being', 'over', 'if', 'the', 'Americans', 'thought', 'they', 'could', 'preserve', 'the', 'South', 'and', 'that', 'the', 'North', 'was', 'perfectly', 'willing', 'to', 'suffer', 'great', 'losses', 'to', 'continue', 'their', 'fight', '.']"
9242,There is a very good book on the subject that was written by General Vo Nguyen Giap.,"['There', 'is', 'a', 'very', 'good', 'book', 'on', 'the', 'subject', 'that', 'was', 'written', 'by', 'General', 'Vo', 'Nguyen', 'Giap', '.']"
9243,Try google to find the title if you would like to read it.,"['Try', 'google', 'to', 'find', 'the', 'title', 'if', 'you', 'would', 'like', 'to', 'read', 'it', '.']"
9244,Bearded dragon question...?,"['Bearded', 'dragon', 'question', '...', '?']"
9245,I just bought a baby one yesterday.,"['I', 'just', 'bought', 'a', 'baby', 'one', 'yesterday', '.']"
9246,I have a basking spot lamp that says it is a double reflector that focuses 35% more light/heat and provides beneficial UVA rays important to the psycholical well-being of him.,"['I', 'have', 'a', 'basking', 'spot', 'lamp', 'that', 'says', 'it', 'is', 'a', 'double', 'reflector', 'that', 'focuses', '35', '%', 'more', 'light', '/', 'heat', 'and', 'provides', 'beneficial', 'UVA', 'rays', 'important', 'to', 'the', 'psycholical', 'well', '-', 'being', 'of', 'him', '.']"
9247,"My question is does that mean it gives him not only the heat, but the ""sun rays"" he needs?","['My', 'question', 'is', 'does', 'that', 'mean', 'it', 'gives', 'him', 'not', 'only', 'the', 'heat', ',', 'but', 'the', '""', 'sun', 'rays', '""', 'he', 'needs', '?']"
9248,I also was wondering how long should this light be on.,"['I', 'also', 'was', 'wondering', 'how', 'long', 'should', 'this', 'light', 'be', 'on', '.']"
9249,"The lady at pet smart said 4 hours, but on places on the net it says 10 to 12 hours.","['The', 'lady', 'at', 'pet', 'smart', 'said', '4', 'hours', ',', 'but', 'on', 'places', 'on', 'the', 'net', 'it', 'says', '10', 'to', '12', 'hours', '.']"
9250,"He's getting used to his new home, but hasn't eatin yet.","['He', ""'s"", 'getting', 'used', 'to', 'his', 'new', 'home', ',', 'but', 'has', ""n't"", 'eatin', 'yet', '.']"
9251,I have bearded dragon juvenile food and freeze- dried crickets.,"['I', 'have', 'bearded', 'dragon', 'juvenile', 'food', 'and', 'freeze-', 'dried', 'crickets', '.']"
9252,Any advice would be greatly appreciated.,"['Any', 'advice', 'would', 'be', 'greatly', 'appreciated', '.']"
9253,Thank you for your time.,"['Thank', 'you', 'for', 'your', 'time', '.']"
9254,"Let me try to break this down as simply as I can: diurnal (active during the day time) reptiles like the bearded dragon require 3 types of ""light,"" UVA, UVB, and heat.","['Let', 'me', 'try', 'to', 'break', 'this', 'down', 'as', 'simply', 'as', 'I', 'can', ':', 'diurnal', '(', 'active', 'during', 'the', 'day', 'time', ')', 'reptiles', 'like', 'the', 'bearded', 'dragon', 'require', '3', 'types', 'of', '""', 'light', ',', '""', 'UVA', ',', 'UVB', ',', 'and', 'heat', '.']"
9255,"Any white light emitting light source will emit UVA, including heat bulbs, that's the easy one to provide for.","['Any', 'white', 'light', 'emitting', 'light', 'source', 'will', 'emit', 'UVA', ',', 'including', 'heat', 'bulbs', ',', 'that', ""'s"", 'the', 'easy', 'one', 'to', 'provide', 'for', '.']"
9256,UVB on the other hand can only be reproduced by a fluorescent source.,"['UVB', 'on', 'the', 'other', 'hand', 'can', 'only', 'be', 'reproduced', 'by', 'a', 'fluorescent', 'source', '.']"
9257,"UVB will always be a separate bulb from the heat lamp, unless you use a MVB (mercury vapor bulb) which is the only reptile use bulb that will emit both UVB and heat from one bulb.","['UVB', 'will', 'always', 'be', 'a', 'separate', 'bulb', 'from', 'the', 'heat', 'lamp', ',', 'unless', 'you', 'use', 'a', 'MVB', '(', 'mercury', 'vapor', 'bulb', ')', 'which', 'is', 'the', 'only', 'reptile', 'use', 'bulb', 'that', 'will', 'emit', 'both', 'UVB', 'and', 'heat', 'from', 'one', 'bulb', '.']"
9258,I highly recommend that you do not use coiled/compact UVB bulbs as they are known to cause severe eye damage and/or blindness in reptiles not to mention they have trouble maintaining UVB output over time.,"['I', 'highly', 'recommend', 'that', 'you', 'do', 'not', 'use', 'coiled', '/', 'compact', 'UVB', 'bulbs', 'as', 'they', 'are', 'known', 'to', 'cause', 'severe', 'eye', 'damage', 'and/or', 'blindness', 'in', 'reptiles', 'not', 'to', 'mention', 'they', 'have', 'trouble', 'maintaining', 'UVB', 'output', 'over', 'time', '.']"
9259,"The long tube UVB bulbs are best, like Zoomed's Repsitun model: http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/ Remember to replace UVB bulbs according to the manufacturers recommendation after which time the bulb will no longer produce UVB even if visible light still is.","['The', 'long', 'tube', 'UVB', 'bulbs', 'are', 'best', ',', 'like', 'Zoomed', ""'s"", 'Repsitun', 'model', ':', 'http://lllreptile.com/store/catalog/reptile-supplies/uvb-fluorescent-lights-mercury-vapor-bulbs/-/zoo-med-24-repti-sun-100-fluorescent-bulb/', 'Remember', 'to', 'replace', 'UVB', 'bulbs', 'according', 'to', 'the', 'manufacturers', 'recommendation', 'after', 'which', 'time', 'the', 'bulb', 'will', 'no', 'longer', 'produce', 'UVB', 'even', 'if', 'visible', 'light', 'still', 'is', '.']"
9260,"So, to answer your question, no, if you just have a bulb that says it produces UVA then you do not have ""the sun's rays"" that your bearded needs.","['So', ',', 'to', 'answer', 'your', 'question', ',', 'no', ',', 'if', 'you', 'just', 'have', 'a', 'bulb', 'that', 'says', 'it', 'produces', 'UVA', 'then', 'you', 'do', 'not', 'have', '""', 'the', 'sun', ""'s"", 'rays', '""', 'that', 'your', 'bearded', 'needs', '.']"
9261,You need to also provide a source a UVB lighting.,"['You', 'need', 'to', 'also', 'provide', 'a', 'source', 'a', 'UVB', 'lighting', '.']"
9262,The person at Petsmart is very wrong; in fact it is always a good idea to second guess what most pet store employees tell you; they don't have the best track record regarding giving reliable pet care info.,"['The', 'person', 'at', 'Petsmart', 'is', 'very', 'wrong', ';', 'in', 'fact', 'it', 'is', 'always', 'a', 'good', 'idea', 'to', 'second', 'guess', 'what', 'most', 'pet', 'store', 'employees', 'tell', 'you', ';', 'they', 'do', ""n't"", 'have', 'the', 'best', 'track', 'record', 'regarding', 'giving', 'reliable', 'pet', 'care', 'info', '.']"
9263,"UVB and basking temp (should be about 110 F for a baby, 95 F for an adult) should be available for 10 - 12 hours a day.","['UVB', 'and', 'basking', 'temp', '(', 'should', 'be', 'about', '110', 'F', 'for', 'a', 'baby', ',', '95', 'F', 'for', 'an', 'adult', ')', 'should', 'be', 'available', 'for', '10', '-', '12', 'hours', 'a', 'day', '.']"
9264,Freeze dried food is not a good staple food source; you need to offer live feeder insects.,"['Freeze', 'dried', 'food', 'is', 'not', 'a', 'good', 'staple', 'food', 'source', ';', 'you', 'need', 'to', 'offer', 'live', 'feeder', 'insects', '.']"
9265,"Bearded dragons are sight hunters, they need to see the food move to trigger a feeding response, especially when they are babies.","['Bearded', 'dragons', 'are', 'sight', 'hunters', ',', 'they', 'need', 'to', 'see', 'the', 'food', 'move', 'to', 'trigger', 'a', 'feeding', 'response', ',', 'especially', 'when', 'they', 'are', 'babies', '.']"
9266,Live food is also higher in nutritional value than freeze dried.,"['Live', 'food', 'is', 'also', 'higher', 'in', 'nutritional', 'value', 'than', 'freeze', 'dried', '.']"
9267,"Crickets, silk worms, phoenix worms, and various feeder roaches, like red-lobster, turkistan, and dubia, are good example of staple insects to offer your bearded.","['Crickets', ',', 'silk', 'worms', ',', 'phoenix', 'worms', ',', 'and', 'various', 'feeder', 'roaches', ',', 'like', 'red', '-', 'lobster', ',', 'turkistan', ',', 'and', 'dubia', ',', 'are', 'good', 'example', 'of', 'staple', 'insects', 'to', 'offer', 'your', 'bearded', '.']"
9268,"Wax worms and meal worms should only be offered as treat items, for variety's sake.","['Wax', 'worms', 'and', 'meal', 'worms', 'should', 'only', 'be', 'offered', 'as', 'treat', 'items', ',', 'for', 'variety', ""'s"", 'sake', '.']"
9269,I would highly recommend that you read through some reliable bearded guides to make sure you have everything set up correctly:,"['I', 'would', 'highly', 'recommend', 'that', 'you', 'read', 'through', 'some', 'reliable', 'bearded', 'guides', 'to', 'make', 'sure', 'you', 'have', 'everything', 'set', 'up', 'correctly', ':']"
9270,http://herp-info.webs.com/beardeddragon.htm,['http://herp-info.webs.com/beardeddragon.htm']
9271,http://www.beardeddragon.org/articles/caresheet/?page=1,['http://www.beardeddragon.org/articles/caresheet/?page=1']
9272,mm it depends on the size of his tank or cage or whatever you have him in..atleast as far as i'm concerned.,"['mm', 'it', 'depends', 'on', 'the', 'size', 'of', 'his', 'tank', 'or', 'cage', 'or', 'whatever', 'you', 'have', 'him', 'in', '..', 'atleast', 'as', 'far', 'as', 'i', ""'m"", 'concerned', '.']"
9273,"if there are shady areas he can move to (for example a 3x5x4 tank with light on one side) then you can leave it on a full 12-14 hours, if its a small tank and he can't escape the light then 4-6 at most at a time though quite possibly 4-6 hours at a time twice a day.","['if', 'there', 'are', 'shady', 'areas', 'he', 'can', 'move', 'to', '(', 'for', 'example', 'a', '3x5x4', 'tank', 'with', 'light', 'on', 'one', 'side', ')', 'then', 'you', 'can', 'leave', 'it', 'on', 'a', 'full', '12', '-', '14', 'hours', ',', 'if', 'its', 'a', 'small', 'tank', 'and', 'he', 'ca', ""n't"", 'escape', 'the', 'light', 'then', '4', '-', '6', 'at', 'most', 'at', 'a', 'time', 'though', 'quite', 'possibly', '4', '-', '6', 'hours', 'at', 'a', 'time', 'twice', 'a', 'day', '.']"
9274,either way you also need to keep an eye on the temperature if you are using a dry fish tank as UV lights in my experience up the temperature significantly and without proper ventilation it can become an oven.,"['either', 'way', 'you', 'also', 'need', 'to', 'keep', 'an', 'eye', 'on', 'the', 'temperature', 'if', 'you', 'are', 'using', 'a', 'dry', 'fish', 'tank', 'as', 'UV', 'lights', 'in', 'my', 'experience', 'up', 'the', 'temperature', 'significantly', 'and', 'without', 'proper', 'ventilation', 'it', 'can', 'become', 'an', 'oven', '.']"
9275,as to what the light provides it gives UV rays..which is important for health in lizards as it is in humans.,"['as', 'to', 'what', 'the', 'light', 'provides', 'it', 'gives', 'UV', 'rays', '..', 'which', 'is', 'important', 'for', 'health', 'in', 'lizards', 'as', 'it', 'is', 'in', 'humans', '.']"
9276,That lady at PetSmart is a disgrace to the rest of us PetSmart associates... sheesh.,"['That', 'lady', 'at', 'PetSmart', 'is', 'a', 'disgrace', 'to', 'the', 'rest', 'of', 'us', 'PetSmart', 'associates', '...', 'sheesh', '.']"
9277,"Yes, it gives him the ""sun rays"" necessary, that's what UVA is.","['Yes', ',', 'it', 'gives', 'him', 'the', '""', 'sun', 'rays', '""', 'necessary', ',', 'that', ""'s"", 'what', 'UVA', 'is', '.']"
9278,"And it should be on 10-12 hours, just like the sun would be up for 10-12 hours in his natural environment.","['And', 'it', 'should', 'be', 'on', '10', '-', '12', 'hours', ',', 'just', 'like', 'the', 'sun', 'would', 'be', 'up', 'for', '10', '-', '12', 'hours', 'in', 'his', 'natural', 'environment', '.']"
9279,"As for the heat, just be sure to use a thermometer.","['As', 'for', 'the', 'heat', ',', 'just', 'be', 'sure', 'to', 'use', 'a', 'thermometer', '.']"
9280,"Also, Beardies often do not eat food that is not moving, so its anyone's guess whether or not he'll touch the freeze-dried crickets or the processed food.","['Also', ',', 'Beardies', 'often', 'do', 'not', 'eat', 'food', 'that', 'is', 'not', 'moving', ',', 'so', 'its', 'anyone', ""'s"", 'guess', 'whether', 'or', 'not', 'he', ""'ll"", 'touch', 'the', 'freeze', '-', 'dried', 'crickets', 'or', 'the', 'processed', 'food', '.']"
9281,"I tell all my customers they can try it, but don't count on it.","['I', 'tell', 'all', 'my', 'customers', 'they', 'can', 'try', 'it', ',', 'but', 'do', ""n't"", 'count', 'on', 'it', '.']"
